date,title,body_text
2015-01-06,RCAF to test more flexible search and rescue response times on the east coast,"the air force is planning to test an expanded, more flexible response time for search and rescue along the east coast in the coming year, even as long - delayed plans for new aircraft remain in a holding pattern, the writes.here is the rest of the article national defence has been quietly evaluating the merits of positioning its helicopters and fixed - wing planes to respond within 30 minutes of an emergency call, 24 hours a day, seven days a week.an around - the - clock half - hour response time is an idea the air force has long dismissed as too costly and manpower - intensive.but in the wake of a harsh auditor general s report in the spring of 2013, national defence began a series of assessments with different squadrons around the country, including bases in trenton, ont., winnipeg, and victoria, b.c.documents obtained by the canadian press under the access to information act show the evaluation will be expanded to halifax this summer.the harper government was expected to issue a call for tenders last year in the decade - long program to buy new fixed - wing search planes, but that didn t happen, and a proposal is still months away."
2015-01-07,"Letter: Paris attack is 'sad, shocking and regrettable'","wednesday s well - planned terrorist attack on charlie hebdo, a controversial magazine in paris, france is sad, shocking and regrettable. people of all religious denominations across the globe will strongly condemn it, sharing the grief and sorrow of the french nation.an islamic extremist groupis speculated to be behind this unprecedented barbaric attack, in which the magazine s editor - in - chief and three cartoonists were killed, presumably responsible for desecrating the prophet of islam by publishing objectionable material.french muslims and muslims around the world will be affected by the attack. they are law - abiding and peaceful people, trying to live in peace and harmony with other faith groups. islam has nothing to do with this kind of heinous crime. islam is a religion and not a doctrine of extremist ideology as it is generally being perceived. the current islamophobia emerging in parts of europe and the flux of muslim migrants is of concern to many. i hope this won t create a backlash of religious orientation.we all can contribute effectively in avoiding extremism if we do not exceed the boundary of freedom of speech, fulfill responsibilities and respect each other. i condemn the attack and hope we can learn from this tragedy."
2015-01-07,Ontario craft brewers balk at Beer Store offer,"a surprise decision from the beer store to open up its corporate ownership and adopt more craft beer - friendly selling practices is being met with mixed reviews from small beer makers who say the announcement raises more questions than answers.the beer store tbs , formerly known as brewers retail, announced a plan on wednesday to create three new seats on its board of directors and allow ontario craft breweries to buy shares in tbs, becoming co - owners of the chain.tbs said the decision came after extensive consultations with the province s booming craft beer industry.the company is offering to sell a single class e share for 1,000 to new breweries producing more than five million litres of beer a year, or a class f share for 100 to breweries producing a smaller volume. tbs would not comment on the number of total shares it has outstanding.with those shares the microbrewers will be eligible for one of three new seats on tbs s board of directors. however, the board will maintain five seats for molson coors. another five seats have been set aside for labatt brewing company, which is owned by anheuser - busch inbev, the same company that manufacturers beer under the budweiser brand. an additional two seats will be held for sleeman brewery ltd., owned by japanese beer giant sapporo. it will be a big share, a governance share, entitling them to be represented on the board, he said. we did it this way to allow small brewers to become owners without large capital costs some could not afford. however, being on the board is no guarantee that your voice will be heard, says a professor of finance at the ivey school of business at western university.premier kathleen wynne has suggested that tbs could be forced to pay the government franchise fees to continue operating in ontario. in april, ed clark was appointed to lead the premier s advisory council on government assets, which is examining ways to boost the province s cash flow.susie heath, a spokeswoman for the minister of finance charles sousa, said wednesday that tbs s sudden announcement will be a part of the council s review.steve beauchesne, co - owner of beau s brewing co. in vankleek hill, is skeptical about the tbs announcement. i ve got more questions than i do opinions, he said, adding that tbs did not consult microbrewers on the changes. it s certainly better than nothing at all. it s interesting that we ve had no communication whatsoever from the beer store for the longest time. beauchesne said the deal lowers but does not remove some barriers that microbrewers have complained about. for example, tbs is offering to stock two products on the shelves of five stores that are, geographically, closest to the brewery. he said for a rural brewery like his, which already ships to dozens of tbs shops across the province, having access to five small stores in towns like hawkesbury isn t much benefit.similarly, brewers in downtown locations would see their beer appear on tbs shelves in their immediate vicinity, which would cut into more profitable sales at the breweries themselves.the announcement was panned by ontario craft brewers, an association of 50 microbrewers who have been lobbying for change in the way the province sells alcohol. our goal continues to be fundamental change to ontario s beer distribution channels that will result in a doubling or tripling of the jobs currently created by the craft brewers as well as the ability to reach our full share of market potential, said cam heaps, chairman of ontario craft brewers, in a statement. it certainly does not address our major issue of improving access for consumers. "
2015-01-07,Mulcair asked for more security after multiple threats,"ndp leader tom mulcair says he has faced threats separate from the october 22 ottawa attack on parliament hill, and that they have prompted him ask the rcmp for added protection. by definition, security issues are ones about which you have to be very discreet, but i have written and our legal counsel has written to the rcmp, because there have been instances of concern, mulcair said wednesday. so far there has not been any conclusive answer from the rcmp. mulcair was speaking in ottawa at a press conference on the wednesday terrorist attack in paris, france, in which 12 died.but the ndp leader was soon asked about his own security. it would be inappropriate to comment further, he said, adding his lawyer is in touch with the rcmp about his protection.unlike the prime minister and the governor general, the leader of the official opposition does not have a regular rcmp security detail. on the day a gunman stormed parliament hill, mulcair for himself and his family.he said at the time he was concerned after seeing some lingering passersby who claimed they were staff from a nearby embassy. his lawyer sent the rcmp a memo requesting a response within a day. the force didn t respond until contacted by postmedia news. i think the average canadian, if they received this letter, would have at least called back, would at least have acknowledged it and probably would have done something positive. we were ignored, lawyer james duggan said at the time.the force agreed to conduct a threat assessment. while police didn t suspect an imminent threat, they increased patrols driving past the official opposition residence, stornoway, in the rockcliffe neighbourhood.duggan was not available for comment wednesday. the rcmp did not comment on why mulcair s latest request for protection has not yet been answered.security issues have bubbled up before for federal politicians. liberal leader justin trudeau s nearby home by what ottawa police deemed an intoxicated, confused 19 - year - old. no charges were laid."
2015-01-07,"Editorial: Courage, France","the murders of 12 people including four of france s most famous cartoonists in paris wednesday were not justified or righteous, and the terrorists who committed them while believing otherwise have accomplished little more than to strengthen the resolve of the segments of society that have rejected barbarism in favour of things like a free press, freedom of expression and freedom of religion.it was a cowardly attack on unarmed human beings who did nothing more than draw and print a few caricatures regardless of what you thought about the controversial images which is in and of itself so ridiculous it defies logical explanation. it was an attack on the principles listed above, too. but despite the pseudo - religious undertones, it was an attack on muslims as well. it was an attack on those who ve embraced islam a faith that underpins some of humanity s greatest scientific and social advances as a way to better their lives and the world, because with each absurd crime based on a perversion of that great religion, more people turn a skeptical eye toward even those who practice it peacefully. it s wrong, it s unfair and it ll happen, regardless.and it won t go much further than that. each attack on representations of the principles that we including many muslims hold dear, whether it be a media office in paris or a war memorial and parliament building here in ottawa, is a reminder that liberty, once achieved, can withstand a great many strikes. there will be no death by a thousand cuts, which seems to be the only strategy groups like al - qaeda and isis have come up with. not even death by a hundred thousand cuts, or a million.the most fearsome thing about islamist extremists is that they don t fear death, which should be to their advantage. but the worldwide disgust and condemnation of the latest attack, the alliance between france s major broadcasters and publishers to keep the charlie hebdo publication alive pour pr server les principes d ind pendance et de libert de pens e et d expression, garants de notre d mocratie, the thousands who gathered in france s streets wednesday night to protest a gutless act they all show that there are many more people in this world who would face the threat of death, or even death itself, before submitting to the dystopia championed by a relative handful of murderous ideologues.as st phane charb charbonnier, one of the editors gunned down in paris, put it in a widely circulated quote wednesday it perhaps sounds a bit pompous, but i prefer to die standing than living on my knees. courage, france."
2015-01-07,Canadaâ€™s Iraq war air commander gets promotion,"a week or so ago he was col. daniel constable, commander of joint task force iraq. today he is brigadier - general daniel constable, commander of joint task force iraq.constable will be updating reporters on thursday on the progress of canada s iraq war and operations against the islamic state of iraq and the levant isil .the latest so far from dnd as of 1500 eastern standard time 6 january 2015, air task force - iraq conducted 301 sorties "
2015-01-07,"Montreal-area woman, 82, dies from injuries suffered in Hwy 50 crash","police say a woman, 82, of repentigny, a montreal suburb, has died of injuries she sustained wednesday morning in a multi - vehicle crash on highway 50 near papineauville, east of gatineau.s ret du qu bec said the crash occurred during temporary whiteout conditions caused by high winds on the open stretch of highway.several other drivers were injured in the crash, although none were listed as seriously hurt.police are withholding the woman s name pending notification of next of kin."
2015-01-07,Police seek help locating shotgun-wielding holdup suspects,"the ottawa police service is seeking the public s assistance to identify two suspects in connection with a gas station holdup in the 3200 block of conroy road on december 14.police said two men entered the gas station at around 4 40 a.m., one of them carrying a sawed - off shotgun. the armed suspect demanded cash while the second man kept watch.the two took an undisclosed quantity of cash and were last seen running westbound on nearby johnston road.the first suspect is described as a black male, very dark skin, thin build, 5 10 , in his 20 s, possibly with facial hair. he was wearing a black winter jacket, jeans, black gloves, a black tuque and running shoes.the second suspect is described as being a black male, with lighter skin, a thin build, in his 20 s, wearing a dark tuque with a blue hood pulled up over his head and a black sweater. he was also wearing beige pants and white running shoes.anyone with information is asked to contact the ottawa police robbery unit at 613 - 236 - 1222 ext. 5116."
2015-01-07,NCC gets five proposals to develop LeBreton Flats,"the national capital commission has received five proposals for the development of lebreton flats, by far the largest and most significant development site in ottawa s core.the number of proposals received by wednesday s deadline was surprisingly modest. the ncc raised expectations when it extended the original deadline for submissions by one month due to greater expression of interest than expected. the ncc, whose officials weren t talking wednesday, revealed the number in a news release, but declined to provide any details about the proposals or identify the proponents.in the news release, ncc chief executive mark kristmanson said the agency was encouraged by the strong interest in the lebreton flats development.last september, the ncc invited the private sector to submit proposals to develop a 9.3 - hectare section of the flats. another 12.1 - hectare parcel farther west could potentially be made available, as well.the ncc wants the development to include a signature attraction of regional, national or international significance. just before christmas, the group that operates the ottawa senators confirmed that it planned to submit a proposal that would include a new downtown arena.a committee, composed of three ncc executive staff members, architect a.j. diamond and mark conway, a planner and land economist, will evaluate the five submissions for completeness and compliance with the evaluation criteria.the ncc said the solicitation process is intended to pre - qualify two to five proponents, whose names will be revealed in march following ratification by the ncc board.the pre - qualified proponents will then have until august 2015 to submit detailed design and financial proposals, which will be displayed publicly to get feedback.the current timetable calls for the recommended proposal to go to the ncc s board for approval in november, with cabinet sign - off in early 2016."
2015-01-07,Charles Bordeleau: How the Ottawa police are responding to gang violence,"we live in a safe city. however, as police, we recognize that there are fluctuations in crime to which we must be prepared to respond.while reported crime is down, there has been an increase in targeted, street gang - related shootings. these incidents have taken place across the city, in various neighbourhoods, and with the common linkage being the illegal drug trade, the availability of hand guns, and the increased willingness of street gang members to use them.i recognize the concern in the community about these shootings. there is always a threat that these targeted shootings can result in an innocent person being struck.preventing this activity, arresting the individuals responsible, and ensuring they are held accountable by the court system continues to be a top operational priority of the ottawa police.but while the focus of the ottawa police is squarely on enforcement and proactive policing, we know that the solutions to this issue rest with the community at large. those longer - term solutions include continued and increased police focus but also increased focus from community agencies who can assist in steering people away from, or out of, the gang lifestyle.we are responding to these incidents with an increased enforcement strategy that will hold offenders accountable. we have doubled the number of investigators in our guns and gangs unit and we have members in patrol, districts, and the drug unit focused on investigating, identifying, charging, and keeping close tabs on known gang associates and prolific offenders.i am confident in the officers working to deal with this increase. they have been doing excellent work on this issue. in 2014 alone, 83 gang members and associates were arrested with hundreds of charges laid.more than 50 crime guns were seized by ottawa police in 2014 and more than half of those were handguns. according to provincial statistics, about 60 per cent of crime guns in ontario are foreign - sourced and smuggled into canada often originating in the united states. about 20 per cent are domestically sourced and another 20 per cent have no known origin.even after individuals are charged, our police work is often not done. in cases where individuals have been released on court conditions, our direct action response team officers conduct hundreds of compliance checks to ensure they are keeping to those conditions. in 2014, 29 street gang members or associates were found in breach of conditions and arrested.about two years ago, we began a discussion on a city - wide gang strategy that includes enforcement but also supports and help for individuals and families vulnerable to the gang lifestyle.through our partnerships with crime prevention ottawa, we are supporting the ottawa gang strategy which is designed to help prevent or curtail future gang membership. for example, we are working with the children s aid society and community partners like the john howard society and you turn to reach out to younger siblings of gang involved youth to break the cycle of violence in families.the youth services bureau is building a trades centre to offer training, employment possibilities and hope to youth involved with the law who are currently making money illegally but need new, realistic sources of income.there have been hundreds of people involved in information sessions and relationship building exercises to develop a more positive understanding between the criminal justice system and immigrant communities.we are also looking at ways to address gaps in supports such as the need for support for offenders who come out of jail with the gang lifestyle as their only perceived option.a great amount of work still needs to be done and our officers are committed to the task of protecting community safety."
2015-01-07,"The doctor is in: Kathleen Pajer, CHEO's chief psychiatrist","dr. kathleen pajer took over as chief of psychiatry at the children s hospital of eastern ontario last sept. 27. her other title is so long she had to go look on her office door to describe it chief of the regional child and youth specialty psychiatric and mental health services.pajer was born in san antonio, texas her father was in the you.s. air force but grew up in a connecticut beach town near new london. she studied special education at university of connecticut before doing her medical degree at the university of south alabama. she did her residency at dartmouth college, specializing in adolescent psychiatry, and later added a masters in public health from yale, where she had a fellowship in clinical epidemiology. she came to canada in 2011, where she was chief of psychiatry at the iwk health centre in halifax.she is 62, married, and the mother of five adult children. her husband is pediatric health services researcher. i was happy at iwk, but cheo was appealing for several reasons. the entire hospital is being transformed under alex munter with the goal of evidence - based care and continuous quality improvement. that s something i had been working on at the iwk and was looking for in my job search. alex already had that well underway here. the other reason is the scholarly environment at cheo. the value to clinical system change of having lots of research going on right next door can t be underestimated. my husband and i saw the potential here for being able to create a focus for services research that would feed clinical change and vice versa. the system works on a pyramid. at the bottom are primary caregivers family doctors and general pediatricians. next come secondary caregivers, such as psychiatrists and specialized agencies like youth services bureau. at the top are the tertiary caregivers the highly trained mental health specialists at cheo and the royal. what s going wrong here is there are a bunch of tertiary care providers concentrated in one place. and there s not enough primary and secondary care providers. the pyramid is unbalanced, pajer said. people can t flow up and down the pyramid like they re supposed to. so the schools and youth detention, for example, are stuck with kids who have problems. they have trouble finding people to see them and since the tertiary care people are concentrated with us, people line up outside our door. let s call them 0pportunities for improvement , rather than problems to be fixed , pajer said. access can be improved. movement through our system could be improved more effective, more rapidly given care. we can empower families and kids to take care of themselves. and we as tertiary care providers can share our knowledge and expertise with our partners in the community and our primary care physician partners. if i take it from a parent or a youth perspective and that s the only one that counts all they know is their kid is having trouble and they can t find any help. they knock on any door they can find. they go to their family doctor or a walk - in clinic and they wait and they wait until their kids gets so bad that they bring them to an emergency room. once you get in the door, there s another wait - list a hidden wait - list and that s for actual treatment. at iwk we d have someone come in to the emergency room and say, i m not leaving with my child. get protective services involved . what s needed, pajer said, is a way to move patients up and down the pyramid as their needs change. when a wait list begins, if that is not constantly managed if you don t assess to people to see if they still belong on the wait list, or if they need to be on the wait list at all then the list just grows and grows. you don t know if they need it. you don t know if they re getting worse. they just sit there without services. involving secondary care providers and empowering families and patients with information and resources allows them to take better care of themselves, she said. doing a better job at identifying specific goals for treatment can also make it easier to discharge patients and open up space for new patients, she said. there s a very artificial boundary between the pediatric world and the adult world. in fact, children s brains don t stop developing until they re about 23. so we ve got a big problem with even the average mental health patient. it s even worse with the developmentally delayed youth because their cognitive function is way behind even their physical function. they move into the adult world and those care providers have no training. those kids fall through the cracks. what we really need are epidemiological data. one of the groundbreaking studies was done in 1987, and that s been the gold standard for many, many years for what the needs are for child and adolescents with regards to mental health, so it s obviously outdated. but if i was just going to look at what i ve seen across mental health, i would say it s polarized. there s a group of kids who are extremely competent, really functional and mature all along the way. but there s a bigger group and they re the ones we end up seeing who just don t seem to have built the resilience to cope with the vicissitudes of adolescent life, including romantic breakups, problems in school, with peers, not getting good grades, not being able to find jobs those sorts of things throw them completely for a loop, so they engage in maladaptive strategies, such as cutting themselves, hurting themselves, even killing themselves. pajer doesn t mince words on the effects of marijuana on adolescents. there s a huge group of kids who are smoking weed every day and think that it s perfectly ok and doesn t affect their brains at all, she said. sometimes even parents think it doesn t affect their brains. but it does. we now know that it markedly decreases motivation and markedly decreases memory. these things also contribute to your inability to cope with a situation that s causing you stress. that s a factor that people don t want to hear, but marijuana smoking is not benign. cheo and the royal are looking for public input as they prepare a new strategic plan to deal with youth mental health issues. you can contribute by filling out ."
2015-01-07,Randall Denley: Ottawa's policing dilemma,"does ottawa have enough police officers, or not if you ottawa police association president matt skof, ottawa is 189 officers short. that s alarming, if true. he cites a study by the fraser institute to back up his contention. police chief charles bordeleau says the 1,334 officers he has now are enough to handle problems like the current surge in gang - related shooting.skof s argument is simplistic and misleading, but the city is locked into a path where it will never be able to afford more officers. that can t be right, either.skof s main point is that the number of police should increase as the population increases, and that hasn t been happening. but it s not population alone that drives a need for policing. it s the crime rate and the number of calls the public makes to the police. calls for service have declined by more than nine per cent between 2011 and 2013. the crime rate declined by 10 per cent between 2012 and 2013.why would we need more police officers, when there is less demand for their services skof also twists the real point of the fraser institute report. it is a national study of police efficiency, which it measures by the number of police officers per 100,000 population. far from recommending more cops for ottawa, the conservative think tank cites our town as an example of efficiency because we have fewer police than it would have anticipated. other cities should follow our lead, the institute suggests.there is a valid issue here, though. eventually, ottawa will need more police officers and we need a rational way to determine when that is.the fraser institute looked at crime rates, income and socio - demographic factors in its effort to estimate how many police cities should have. it concluded that 60 per cent of the variation in police numbers couldn t be explained by any rational factor. the short answer is, every city has the number of police its leaders think are required and the public is willing to pay for.ottawa, like other canadian cities, is caught in a squeeze where taxpayers have to pay big annual increases for policing, but get no additional service.despite a two - per - cent tax increase limit, the police budget is actually going up 3.5 per cent this year. that s about 8 million.a former ottawa mayor, in his wisdom, decided that the police tax should be a separate item, so that councillors couldn t be blamed for rising police costs. as a result, police automatically get a share of new city tax dollars generated by growth. this year, that means a 1.75 per cent growth - related budget increase for the police. the city is giving the police another 1.75 per cent on top of that, which is the tax increase you actually hear about.despite similar increases every year since 2011, the ottawa police have not been able to afford to hire even one additional officer.arbitrated salary increases are eating up all the money taxpayers are throwing at policing. police got a 2.5 per cent raise each year for 2013 and 2014, and raises of 2.99 and 2.95 per cent the two years before that. the salary for a first - class constable is now 90,244.even with the large budget increases the police have been getting, ottawa will not be able to afford any new officers for the next four years without breaking mayor jim watson s tax promise. salary increases will continue to consume all the money the police get.what s the long game for the city are we going to hire more officers when we need them, or are we going to keep the number static to help council hit a magic budget target i believe bordeleau when he says we have enough police officers for now, but we re going to have to hire some eventually. it s not too soon to start putting together a rational plan for why we need them, and how we re going to pay for them."
2015-01-07,North Bay pounds Ottawa 67's in makeup game,"in just the last eight days since trading resumed in the ontario hockey league, there has been 10 trades involving 19 players and an amazing 29 future draft picks, some as far away as 2020.as the trade deadline of noon, friday fast approaches, pat higgins is continually checking his cell phone for calls, hoping to get in on the action.the rookie general manager of the ottawa 67 s is trying to put a deal or two together that won t hurt his playoff - bound club in the short - term while strengthening the team going forward in 2015 - 16. and that s no easy task.his quest might have gotten a bit more urgent after the 67 s played their second to last game before the deadline tuesday night, dropping a 6 - 3 decision to the north bay battalion before a sparse crowd at td place. this was a makeup game postponed from november 9 because of a malfunction in the ice plant at bank street. we have two or three irons in the fire, said higgins. realistically, we re not in a position to win a memorial cup and that s where every team wants to get. at the same time, our goal has always been to get our young nucleus some playoff experience we owe it to them to learn about what it takes to win at that time of the year. it is a different time. so it s got to be a deal that keeps us competitive this year and strengthens us moving forward. the battalion are swinging for the fences this season, loading up with ohl veterans ryan kujawinski and nick moutrey in recent days while mortgaging some of their future in parting with draft picks.that new muscle showed as north bay, without senators prospect nick paul, jumped to a 5 - 0 lead that included back - to - back short - handed goals in the second period.in a perfect world, higgins would take calls on just about any of his 19 - year - olds.the 67 s have five on defence and four up front and they will only be able to keep three next year has over - agers.he might also entertain offers for his current overagers from a team loading up for a long playoff run.the sault ste. marie greyhounds and barrie colts both fall into that category while some of the teams near the bottom of the standings are looking to dump veterans.the 67 s fall somewhere in between. we can t go three years without making the playoffs and expect to recruit high - end kids, said higgins, of the 67 s who last played a playoff game in the spring of 2012. so if a team offers the right body, by that i mean a guy who can play for us right now and down the road, great. if not, i would want picks in return. owen green, kujawinski, mike baird, mike amodeo, ray huether and mountrey scored for the battalion.dante salituro, with his 26th, sam studnicka and brendan bell replied for the 67 s, who are in peterborough thursday night before returning home for games friday and sunday. we played like a bunch of guys looking for a deal, said 67 s coach jeff brown. sometimes that happens to a team at the deadline. this was a huge step backwards for us. i m embarrassed. this reflects on me. twitter.com ottawa dc"
2015-01-07,Make-ahead muffins make happy mornings,"several decades ago, a recipe for a make - ahead muffin batter became popular understandably, since how lovely it is to be able to bake up hot muffins without mixing or messing up the kitchen.this recipe, though, from ina garten s new make it ahead cookbook, is better. while too many bran muffins are dry and earnest, these are moist, full of berries and taste luscious and indulgent. the addition of greek yogurt and fresh berries are to thank, and these ingredients also boost the protein, vitamin and antioxidant content.i tried baking these muffins for breakfast right after making the batter, and also baking them 24 hours after mixing up the batter both worked equally well. i also tried them with all blueberries as well as a mix of fresh blueberries and raspberries sliced, since the raspberries were large , and both worked wonderfully. 12 muffins about 30 minutes, but can be made 24 hours ahead plus 30 minutes baking time 1 2 cup 125 ml vegetable oil, plus extra for greasing the pan1 cup 250 ml all - purpose flour1 tsp 5 ml kosher salt1 2 tsp 2.5 ml baking powder1 2 tsp 2.5 ml baking soda1 2 tsp 2.5 ml cinnamon7 oz 200 g or a generous 3 4 cup 200 ml greek yogurt1 2 cup 125 ml sugar1 2 cup 125 ml honey melted if solid 2 extra - large or 3 medium eggs, lightly beaten1 tsp 5 ml pure vanilla extract2 1 2 cups 625 ml wheat bran1 1 2 cups 375 ml or 8 0z 226 g fresh blueberries or mixed berries"
2015-01-07,U.S. training of Syrian rebels could begin by early spring,"the long - awaited coalition program to train the syrian moderate opposition could begin by early spring, and officials are beginning to identify individual fighters who could participate, the writes.here is the rest of the article navy rear adm. john kirby, pentagon press secretary, also said for the first time that the you.s. military is conducting several investigations into reported civilian casualties that may have occurred in the you.s. - led coalition airstrikes against islamic state militants. he said he had no additional information on the incidents, but military leaders said earlier that they were unaware of any civilian deaths resulting from the bombings.the effort to train syrian rebels is part of the overall campaign to defeat the islamic state militants who seized large swaths of syria and iraq. kirby said that once the training program gets up and running it may require additional you.s. forces to assist with the instruction. he did not provide details on how many. turkey, qatar and saudi arabia have agreed to provide training locations.the you.s. is involved in a plan to train both moderate syria rebels and to train and assist iraqi security forces in order to beat back the islamic state militants rampage in both countries.kirby said is momentum in iraq has stalled and is fighters have largely been in a defensive posture for several weeks. whatever momentum they had been enjoying has been halted, has been blunted. that has stayed steady over the last couple of weeks, kirby said. it s very much a contested environment, but what we don t see, what we haven t seen in the last several weeks has been any renewed offensive moves. he added that there are still a number of areas controlled or threatened by the is group, including mosul and parts of anbar province in iraq and portions of northern syria, including kobani.you.s. forces have been flowing into iraq to conduct training. about 170 troops from the 1st infantry division began training iraqi forces in late december at taji, north of baghdad. and there are about 320 you.s. troops at al - asad air base in western iraq, training members of the iraqi army s 7th division. those you.s. troops are mostly marines and they started the training on december 20.as of this week, there are about 2,140 you.s. troops in iraq to train, advise and assist the iraqis and provide security for the american forces. president barack obama has authorized the deployment of a total of 3,000 you.s. troops to iraq, and kirby said the remainder of that force should arrive in the country in the next four to six weeks.on the civilian casualties, kirby referred reporters to central command for details such as the number of alleged deaths and when they came to central command s attention. officials at central command said they were unable to immediately provide answers but were preparing a statement with further details.as recently as last month, lt. gen. james l. terry, the top commander of the coalition that is fighting the islamic state in iraq and syria, told reporters at a pentagon news conference that his organization is extremely careful and deliberate about its targeting. we have some great capability in terms of precision, terry said, speaking of airstrikes in iraq and efforts to avoid hitting either civilians or friendly iraqi forces. to date, we ve got a very good record. i am tracking no civilian casualties. "
2015-01-07,Winter's first big chill arrives: Now it's serious,"brace for it. the first serious cold snap of the winter you have to take 35 c seriously descended on the ottawa valley late tuesday and looks set to linger for at least all of wednesday.the situation prompted environment canada to issue an extreme cold warning that includes very cold wind chills for the national capital region on wednesday. a cold front is crossing southern ontario this morning, the federal agency said wednesday morning in its warning. very cold temperatures in the wake of this front, combined with moderate winds, will result in wind chill values near or below 35 c this afternoon and tonight. according to opp, the cold weather made for slick road conditions wednesday and caused at least 12 accidents along highways in the city.police responded to several collisions, including three multiple - vehicle accidents near the eagleson road offramp of highway 417, which led to massive traffic pileups on area roads during the morning rush hour.forecasters say tonight will be the coldest night since the winter of 2012 - 2013. while last winter was long, unrelenting and colder that average, ottawa didn t have a single night that reached 30 c.extreme cold warnings are issued when very cold temperatures or wind chill create an elevated risk to health, such as frostbite and hypothermia. a forecast windchill factor of 35 c or lower can trigger these warnings. under such conditions, exposed skin can freeze in less than 10 minutes.with the warning comes some essential advice dress warmly. those who work outside, live in poorly insulated homes, or lack heat and power, suffer medical conditions such as diabetes and peripheral neuropathy that affect the blood vessels, or take medications that include beta - blockers, and the homeless, all are at greater risk of frostbite and hypothermia than others.winter sports enthusiasts and those who drink alcohol in excess are also at risk, along with infants and seniors.if you have to go outdoors you re advised to dress in layers with a wind resistant outer layer. synthetic and wool fabrics provide better insulation.you can remove layers if you get too warm or start perspiring or add a layer if you get cold. if you get wet, change into dry clothing as soon as possible. you lose heat faster when you re wet.the cold began settling into the ottawa valley early tuesday, albeit with large variations in temperatures among cities and towns not necessarily far apart.at 8 a.m., for example, environment canada reported it was 25.4 c in gatineau, 20.5 c just across the river in ottawa, and 15.8 c in kemptville. renfrew was 25.9 c. brockville basked at 13.4 c.the temperature variations illustrated a feature of the ottawa valley that can show up in cold, still air the coldest air settles in the bottom of the valley.gatineau, where the weather station measures temperatures down near the river, generally shows up as colder in such conditions than does ottawa, which gets measurements on higher ground at the ottawa international airport.wherever it s measured, however, it s undeniably chilly, and ottawa public health joined environment canada in issuing warnings about the potential for frostbite over the next few days.of course, we aren t the only things to feel the snap of cold. the earth itself seems to, well, shiver on occasion. indeed, there have been scattered reports over the last couple of days of frostquakes. that sounds scarier that it is. frostquakes the fancy name is cryoseism, and, no, that isn t a typo occur when ground saturated with water freezes, and the expansion of water as it becomes ice makes stress build up in the ground. when the stress gets too high it releases like a mini - earthquake, but with no destructive power.it can, however, make a loud bang. a facebook page run by a group of neighbours in stittsville collected dozens of reactions from people who heard one or more bangs starting about 3 a.m. on monday. some reported seeing the floor vibrate.one wrote this woke me up but not my husband or the kids, a big bang and i swear i felt the house shake ! told my husband when the baby woke him up later i hadn t been back to sleep yet and he went to have a look around. i thought someone drove into the house ! whether it s the earth shivering or you, there is, perhaps, some cold comfort in the knowledge that the rest of ontario, along with quebec and the southern parts manitoba and saskatchewan have also received extreme cold alerts. ditto for much of labrador.in fact, prairie residents might be worse off than we are. winds of 20 - 30 km h combined with temperatures near 30 c created wind chill values of 40 c or lower in regina and saskatoon as well as brandon and dauphin.as for the rest of the country, much of british columbia interior was enduring winter storms or heavy snowfall, the northwest territories and nunavut enjoy blizzard conditions, and the yukon is under a heavy snowfall warning.welcome to the great white north except for victoria and vancouver where temperatures were a balmy 9 c under partly cloudy skies ."
